event,flag,grp,dev_only,eval_only,both,z_eval_excess
pf_3bet_Yraise,dirtop_G10,sym,37,38,0,0.12
pf_3bet_Yraise,dirtop_G10,tight,8,8,0,0.0
pf_3bet_Yraise,dirtop_G16,sym,2,2,0,0.0
pf_3bet_Yraise,dirtop_G16,tight,0,1,0,1.0
pf_3bet_Yraise,dirtop_G25,sym,0,0,0,0.0
pf_3bet_Yraise,dirtop_G25,tight,0,0,0,0.0
pf_3bet_Yraise,symtop_G3,sym,89,103,0,1.01
pf_3bet_Yraise,symtop_G3,tight,23,16,0,-1.12
pf_3bet_Yraise,symtop_G6,sym,6,8,0,0.53
pf_3bet_Yraise,symtop_G6,tight,2,0,0,-1.41
pf_3bet_Yraise,symtop_G10,sym,0,0,0,0.0
pf_3bet_Yraise,symtop_G10,tight,0,0,0,0.0
pf_3bet_Yraise,gmax_16,sym,2,2,0,0.0
pf_3bet_Yraise,gmax_16,tight,0,1,0,1.0
pf_3bet_Yraise,gmax_25,sym,0,0,0,0.0
pf_3bet_Yraise,gmax_25,tight,0,0,0,0.0
pf_3bet_Yraise,gmax_40,sym,0,0,0,0.0
pf_3bet_Yraise,gmax_40,tight,0,0,0,0.0
pf_3bet_Yraise,deficit_10,sym,4,3,0,-0.38
pf_3bet_Yraise,deficit_10,tight,0,1,0,1.0
pf_3bet_Yraise,deficit_16,sym,0,0,0,0.0
pf_3bet_Yraise,deficit_16,tight,0,0,0,0.0
pf_3bet_Yraise,deficit_25,sym,0,0,0,0.0
pf_3bet_Yraise,deficit_25,tight,0,0,0,0.0
pf_fold_Yraise,dirtop_G6,sym,1,0,0,-1.0
pf_fold_Yraise,dirtop_G6,tight,0,0,0,0.0
pf_fold_Yraise,dirtop_G10,sym,0,0,0,0.0
pf_fold_Yraise,dirtop_G10,tight,0,0,0,0.0
pf_fold_Yraise,dirtop_G16,sym,0,0,0,0.0
pf_fold_Yraise,dirtop_G16,tight,0,0,0,0.0
pf_fold_Yraise,dirtop_G25,sym,0,0,0,0.0
pf_fold_Yraise,dirtop_G25,tight,0,0,0,0.0
pf_fold_Yraise,symtop_G3,sym,0,0,0,0.0
pf_fold_Yraise,symtop_G3,tight,0,0,0,0.0
pf_fold_Yraise,symtop_G6,sym,0,0,0,0.0
pf_fold_Yraise,symtop_G6,tight,0,0,0,0.0
pf_fold_Yraise,symtop_G10,sym,0,0,0,0.0
pf_fold_Yraise,symtop_G10,tight,0,0,0,0.0
pf_fold_Yraise,gmax_16,sym,0,0,0,0.0
pf_fold_Yraise,gmax_16,tight,0,0,0,0.0
pf_fold_Yraise,gmax_25,sym,0,0,0,0.0
pf_fold_Yraise,gmax_25,tight,0,0,0,0.0
pf_fold_Yraise,gmax_40,sym,0,0,0,0.0
pf_fold_Yraise,gmax_40,tight,0,0,0,0.0
pf_fold_Yraise,deficit_10,sym,4,0,0,-2.0
pf_fold_Yraise,deficit_10,tight,1,0,0,-1.0
pf_fold_Yraise,deficit_16,sym,0,0,0,0.0
pf_fold_Yraise,deficit_16,tight,0,0,0,0.0
pf_fold_Yraise,deficit_25,sym,0,0,0,0.0
pf_fold_Yraise,deficit_25,tight,0,0,0,0.0
bvb_walk,dirtop_G6,sym,0,0,0,0.0
bvb_walk,dirtop_G6,tight,0,0,0,0.0
bvb_walk,dirtop_G10,sym,0,0,0,0.0
bvb_walk,dirtop_G10,tight,0,0,0,0.0
bvb_walk,dirtop_G16,sym,0,0,0,0.0
bvb_walk,dirtop_G16,tight,0,0,0,0.0
bvb_walk,dirtop_G25,sym,0,0,0,0.0
bvb_walk,dirtop_G25,tight,0,0,0,0.0
bvb_walk,symtop_G3,sym,0,0,0,0.0
bvb_walk,symtop_G3,tight,0,0,0,0.0
bvb_walk,symtop_G6,sym,0,0,0,0.0
bvb_walk,symtop_G6,tight,0,0,0,0.0
bvb_walk,symtop_G10,sym,0,0,0,0.0
bvb_walk,symtop_G10,tight,0,0,0,0.0
bvb_walk,gmax_16,sym,0,0,0,0.0
bvb_walk,gmax_16,tight,0,0,0,0.0
bvb_walk,gmax_25,sym,0,0,0,0.0
bvb_walk,gmax_25,tight,0,0,0,0.0
bvb_walk,gmax_40,sym,0,0,0,0.0
bvb_walk,gmax_40,tight,0,0,0,0.0
bvb_walk,deficit_10,sym,0,0,0,0.0
bvb_walk,deficit_10,tight,0,0,0,0.0
bvb_walk,deficit_16,sym,0,0,0,0.0
bvb_walk,deficit_16,tight,0,0,0,0.0
bvb_walk,deficit_25,sym,0,0,0,0.0
bvb_walk,deficit_25,tight,0,0,0,0.0
bvb_raise,dirtop_G6,sym,4,0,0,-2.0
bvb_raise,dirtop_G6,tight,0,0,0,0.0
bvb_raise,dirtop_G10,sym,0,0,0,0.0
bvb_raise,dirtop_G10,tight,0,0,0,0.0
bvb_raise,dirtop_G16,sym,0,0,0,0.0
bvb_raise,dirtop_G16,tight,0,0,0,0.0
bvb_raise,dirtop_G25,sym,0,0,0,0.0
bvb_raise,dirtop_G25,tight,0,0,0,0.0
bvb_raise,symtop_G3,sym,0,0,0,0.0
bvb_raise,symtop_G3,tight,0,0,0,0.0
bvb_raise,symtop_G6,sym,0,0,0,0.0
bvb_raise,symtop_G6,tight,0,0,0,0.0
bvb_raise,symtop_G10,sym,0,0,0,0.0
bvb_raise,symtop_G10,tight,0,0,0,0.0
bvb_raise,gmax_16,sym,0,0,0,0.0
bvb_raise,gmax_16,tight,0,0,0,0.0
bvb_raise,gmax_25,sym,0,0,0,0.0
bvb_raise,gmax_25,tight,0,0,0,0.0
bvb_raise,gmax_40,sym,0,0,0,0.0
bvb_raise,gmax_40,tight,0,0,0,0.0
bvb_raise,deficit_10,sym,0,0,0,0.0
bvb_raise,deficit_10,tight,0,0,0,0.0
bvb_raise,deficit_16,sym,0,0,0,0.0
bvb_raise,deficit_16,tight,0,0,0,0.0
bvb_raise,deficit_25,sym,0,0,0,0.0
bvb_raise,deficit_25,tight,0,0,0,0.0
blind_fold_steal,dirtop_G6,sym,0,0,0,0.0
blind_fold_steal,dirtop_G6,tight,0,0,0,0.0
blind_fold_steal,dirtop_G10,sym,0,0,0,0.0
blind_fold_steal,dirtop_G10,tight,0,0,0,0.0
blind_fold_steal,dirtop_G16,sym,0,0,0,0.0
blind_fold_steal,dirtop_G16,tight,0,0,0,0.0
blind_fold_steal,dirtop_G25,sym,0,0,0,0.0
blind_fold_steal,dirtop_G25,tight,0,0,0,0.0
blind_fold_steal,symtop_G3,sym,0,0,0,0.0
blind_fold_steal,symtop_G3,tight,0,0,0,0.0
blind_fold_steal,symtop_G6,sym,0,0,0,0.0
blind_fold_steal,symtop_G6,tight,0,0,0,0.0
blind_fold_steal,symtop_G10,sym,0,0,0,0.0
blind_fold_steal,symtop_G10,tight,0,0,0,0.0
blind_fold_steal,gmax_16,sym,0,0,0,0.0
blind_fold_steal,gmax_16,tight,0,0,0,0.0
blind_fold_steal,gmax_25,sym,0,0,0,0.0
blind_fold_steal,gmax_25,tight,0,0,0,0.0
blind_fold_steal,gmax_40,sym,0,0,0,0.0
blind_fold_steal,gmax_40,tight,0,0,0,0.0
blind_fold_steal,deficit_10,sym,0,0,0,0.0
blind_fold_steal,deficit_10,tight,0,0,0,0.0
blind_fold_steal,deficit_16,sym,0,0,0,0.0
blind_fold_steal,deficit_16,tight,0,0,0,0.0
blind_fold_steal,deficit_25,sym,0,0,0,0.0
blind_fold_steal,deficit_25,tight,0,0,0,0.0
steal_open_Yblind,dirtop_G6,sym,27,38,0,1.36
steal_open_Yblind,dirtop_G6,tight,4,2,0,-0.82
steal_open_Yblind,dirtop_G10,sym,0,0,0,0.0
steal_open_Yblind,dirtop_G10,tight,0,0,0,0.0
steal_open_Yblind,dirtop_G16,sym,0,0,0,0.0
steal_open_Yblind,dirtop_G16,tight,0,0,0,0.0
steal_open_Yblind,dirtop_G25,sym,0,0,0,0.0
steal_open_Yblind,dirtop_G25,tight,0,0,0,0.0
steal_open_Yblind,symtop_G3,sym,5,3,0,-0.71
steal_open_Yblind,symtop_G3,tight,2,1,0,-0.58
steal_open_Yblind,symtop_G6,sym,0,0,0,0.0
steal_open_Yblind,symtop_G6,tight,0,0,0,0.0
steal_open_Yblind,symtop_G10,sym,0,0,0,0.0
steal_open_Yblind,symtop_G10,tight,0,0,0,0.0
steal_open_Yblind,gmax_16,sym,0,0,0,0.0
steal_open_Yblind,gmax_16,tight,0,0,0,0.0
steal_open_Yblind,gmax_25,sym,0,0,0,0.0
steal_open_Yblind,gmax_25,tight,0,0,0,0.0
steal_open_Yblind,gmax_40,sym,0,0,0,0.0
steal_open_Yblind,gmax_40,tight,0,0,0,0.0
steal_open_Yblind,deficit_10,sym,11,11,0,0.0
steal_open_Yblind,deficit_10,tight,1,1,0,0.0
steal_open_Yblind,deficit_16,sym,0,0,0,0.0
steal_open_Yblind,deficit_16,tight,0,0,0,0.0
steal_open_Yblind,deficit_25,sym,0,0,0,0.0
steal_open_Yblind,deficit_25,tight,0,0,0,0.0
mw_bet_Yactive,dirtop_G6,sym,0,0,0,0.0
mw_bet_Yactive,dirtop_G6,tight,0,0,0,0.0
mw_bet_Yactive,dirtop_G10,sym,0,0,0,0.0
mw_bet_Yactive,dirtop_G10,tight,0,0,0,0.0
mw_bet_Yactive,dirtop_G16,sym,0,0,0,0.0
mw_bet_Yactive,dirtop_G16,tight,0,0,0,0.0
mw_bet_Yactive,dirtop_G25,sym,0,0,0,0.0
mw_bet_Yactive,dirtop_G25,tight,0,0,0,0.0
mw_bet_Yactive,symtop_G3,sym,0,0,0,0.0
mw_bet_Yactive,symtop_G3,tight,0,0,0,0.0
mw_bet_Yactive,symtop_G6,sym,0,0,0,0.0
mw_bet_Yactive,symtop_G6,tight,0,0,0,0.0
mw_bet_Yactive,symtop_G10,sym,0,0,0,0.0
mw_bet_Yactive,symtop_G10,tight,0,0,0,0.0
mw_bet_Yactive,gmax_16,sym,0,0,0,0.0
mw_bet_Yactive,gmax_16,tight,0,0,0,0.0
mw_bet_Yactive,gmax_25,sym,0,0,0,0.0
mw_bet_Yactive,gmax_25,tight,0,0,0,0.0
mw_bet_Yactive,gmax_40,sym,0,0,0,0.0
mw_bet_Yactive,gmax_40,tight,0,0,0,0.0
mw_bet_Yactive,deficit_10,sym,0,2,0,1.41
mw_bet_Yactive,deficit_10,tight,0,0,0,0.0
mw_bet_Yactive,deficit_16,sym,0,0,0,0.0
mw_bet_Yactive,deficit_16,tight,0,0,0,0.0
mw_bet_Yactive,deficit_25,sym,0,0,0,0.0
mw_bet_Yactive,deficit_25,tight,0,0,0,0.0
mw_fold_3rd,dirtop_G6,sym,0,0,0,0.0
mw_fold_3rd,dirtop_G6,tight,0,0,0,0.0
mw_fold_3rd,dirtop_G10,sym,0,0,0,0.0
mw_fold_3rd,dirtop_G10,tight,0,0,0,0.0
mw_fold_3rd,dirtop_G16,sym,0,0,0,0.0
mw_fold_3rd,dirtop_G16,tight,0,0,0,0.0
mw_fold_3rd,dirtop_G25,sym,0,0,0,0.0
mw_fold_3rd,dirtop_G25,tight,0,0,0,0.0
mw_fold_3rd,symtop_G3,sym,0,0,0,0.0
mw_fold_3rd,symtop_G3,tight,0,0,0,0.0
mw_fold_3rd,symtop_G6,sym,0,0,0,0.0
mw_fold_3rd,symtop_G6,tight,0,0,0,0.0
mw_fold_3rd,symtop_G10,sym,0,0,0,0.0
mw_fold_3rd,symtop_G10,tight,0,0,0,0.0
mw_fold_3rd,gmax_16,sym,0,0,0,0.0
mw_fold_3rd,gmax_16,tight,0,0,0,0.0
mw_fold_3rd,gmax_25,sym,0,0,0,0.0
mw_fold_3rd,gmax_25,tight,0,0,0,0.0
mw_fold_3rd,gmax_40,sym,0,0,0,0.0
mw_fold_3rd,gmax_40,tight,0,0,0,0.0
mw_fold_3rd,deficit_10,sym,1,1,0,0.0
mw_fold_3rd,deficit_10,tight,1,0,0,-1.0
mw_fold_3rd,deficit_16,sym,0,0,0,0.0
mw_fold_3rd,deficit_16,tight,0,0,0,0.0
mw_fold_3rd,deficit_25,sym,0,0,0,0.0
mw_fold_3rd,deficit_25,tight,0,0,0,0.0
mw_call_3rd,dirtop_G6,sym,1,0,0,-1.0
mw_call_3rd,dirtop_G6,tight,0,0,0,0.0
mw_call_3rd,dirtop_G10,sym,0,0,0,0.0
mw_call_3rd,dirtop_G10,tight,0,0,0,0.0
mw_call_3rd,dirtop_G16,sym,0,0,0,0.0
mw_call_3rd,dirtop_G16,tight,0,0,0,0.0
mw_call_3rd,dirtop_G25,sym,0,0,0,0.0
mw_call_3rd,dirtop_G25,tight,0,0,0,0.0
mw_call_3rd,symtop_G3,sym,1,0,0,-1.0
mw_call_3rd,symtop_G3,tight,1,0,0,-1.0
mw_call_3rd,symtop_G6,sym,0,0,0,0.0
mw_call_3rd,symtop_G6,tight,0,0,0,0.0
mw_call_3rd,symtop_G10,sym,0,0,0,0.0
mw_call_3rd,symtop_G10,tight,0,0,0,0.0
mw_call_3rd,gmax_16,sym,0,0,0,0.0
mw_call_3rd,gmax_16,tight,0,0,0,0.0
mw_call_3rd,gmax_25,sym,0,0,0,0.0
mw_call_3rd,gmax_25,tight,0,0,0,0.0
mw_call_3rd,gmax_40,sym,0,0,0,0.0
mw_call_3rd,gmax_40,tight,0,0,0,0.0
mw_call_3rd,deficit_10,sym,0,1,0,1.0
mw_call_3rd,deficit_10,tight,0,0,0,0.0
mw_call_3rd,deficit_16,sym,0,0,0,0.0
mw_call_3rd,deficit_16,tight,0,0,0,0.0
mw_call_3rd,deficit_25,sym,0,0,0,0.0
mw_call_3rd,deficit_25,tight,0,0,0,0.0
mw_raise_3rd,dirtop_G6,sym,63,106,0,3.31
mw_raise_3rd,dirtop_G6,tight,12,26,0,2.27
mw_raise_3rd,dirtop_G10,sym,2,4,0,0.82
mw_raise_3rd,dirtop_G10,tight,0,1,0,1.0
mw_raise_3rd,dirtop_G16,sym,0,0,0,0.0
mw_raise_3rd,dirtop_G16,tight,0,0,0,0.0
mw_raise_3rd,dirtop_G25,sym,0,0,0,0.0
mw_raise_3rd,dirtop_G25,tight,0,0,0,0.0
mw_raise_3rd,symtop_G3,sym,8,16,0,1.63
mw_raise_3rd,symtop_G3,tight,1,2,0,0.58
mw_raise_3rd,symtop_G6,sym,0,0,0,0.0
mw_raise_3rd,symtop_G6,tight,0,0,0,0.0
mw_raise_3rd,symtop_G10,sym,0,0,0,0.0
mw_raise_3rd,symtop_G10,tight,0,0,0,0.0
mw_raise_3rd,gmax_16,sym,0,0,0,0.0
mw_raise_3rd,gmax_16,tight,0,0,0,0.0
mw_raise_3rd,gmax_25,sym,0,0,0,0.0
mw_raise_3rd,gmax_25,tight,0,0,0,0.0
mw_raise_3rd,gmax_40,sym,0,0,0,0.0
mw_raise_3rd,gmax_40,tight,0,0,0,0.0
mw_raise_3rd,deficit_10,sym,0,0,0,0.0
mw_raise_3rd,deficit_10,tight,0,0,0,0.0
mw_raise_3rd,deficit_16,sym,0,0,0,0.0
mw_raise_3rd,deficit_16,tight,0,0,0,0.0
mw_raise_3rd,deficit_25,sym,0,0,0,0.0
mw_raise_3rd,deficit_25,tight,0,0,0,0.0
mw_fold_3rd_eq60,dirtop_G6,sym,80,74,0,-0.48
mw_fold_3rd_eq60,dirtop_G6,tight,6,12,0,1.41
mw_fold_3rd_eq60,dirtop_G10,sym,5,6,0,0.3
mw_fold_3rd_eq60,dirtop_G10,tight,2,0,0,-1.41
mw_fold_3rd_eq60,dirtop_G16,sym,0,0,0,0.0
mw_fold_3rd_eq60,dirtop_G16,tight,0,0,0,0.0
mw_fold_3rd_eq60,dirtop_G25,sym,0,0,0,0.0
mw_fold_3rd_eq60,dirtop_G25,tight,0,0,0,0.0
mw_fold_3rd_eq60,symtop_G3,sym,4,10,0,1.6
mw_fold_3rd_eq60,symtop_G3,tight,1,1,0,0.0
mw_fold_3rd_eq60,symtop_G6,sym,0,0,0,0.0
mw_fold_3rd_eq60,symtop_G6,tight,0,0,0,0.0
mw_fold_3rd_eq60,symtop_G10,sym,0,0,0,0.0
mw_fold_3rd_eq60,symtop_G10,tight,0,0,0,0.0
mw_fold_3rd_eq60,gmax_16,sym,0,0,0,0.0
mw_fold_3rd_eq60,gmax_16,tight,0,0,0,0.0
mw_fold_3rd_eq60,gmax_25,sym,0,0,0,0.0
mw_fold_3rd_eq60,gmax_25,tight,0,0,0,0.0
mw_fold_3rd_eq60,gmax_40,sym,0,0,0,0.0
mw_fold_3rd_eq60,gmax_40,tight,0,0,0,0.0
mw_fold_3rd_eq60,deficit_10,sym,0,0,0,0.0
mw_fold_3rd_eq60,deficit_10,tight,0,0,0,0.0
mw_fold_3rd_eq60,deficit_16,sym,0,0,0,0.0
mw_fold_3rd_eq60,deficit_16,tight,0,0,0,0.0
mw_fold_3rd_eq60,deficit_25,sym,0,0,0,0.0
mw_fold_3rd_eq60,deficit_25,tight,0,0,0,0.0
fold_Yahead,dirtop_G6,sym,0,0,0,0.0
fold_Yahead,dirtop_G6,tight,0,0,0,0.0
fold_Yahead,dirtop_G10,sym,0,0,0,0.0
fold_Yahead,dirtop_G10,tight,0,0,0,0.0
fold_Yahead,dirtop_G16,sym,0,0,0,0.0
fold_Yahead,dirtop_G16,tight,0,0,0,0.0
fold_Yahead,dirtop_G25,sym,0,0,0,0.0
fold_Yahead,dirtop_G25,tight,0,0,0,0.0
fold_Yahead,symtop_G3,sym,0,0,0,0.0
fold_Yahead,symtop_G3,tight,0,0,0,0.0
fold_Yahead,symtop_G6,sym,0,0,0,0.0
fold_Yahead,symtop_G6,tight,0,0,0,0.0
fold_Yahead,symtop_G10,sym,0,0,0,0.0
fold_Yahead,symtop_G10,tight,0,0,0,0.0
fold_Yahead,gmax_16,sym,0,0,0,0.0
fold_Yahead,gmax_16,tight,0,0,0,0.0
fold_Yahead,gmax_25,sym,0,0,0,0.0
fold_Yahead,gmax_25,tight,0,0,0,0.0
fold_Yahead,gmax_40,sym,0,0,0,0.0
fold_Yahead,gmax_40,tight,0,0,0,0.0
fold_Yahead,deficit_10,sym,0,0,0,0.0
fold_Yahead,deficit_10,tight,0,0,0,0.0
fold_Yahead,deficit_16,sym,0,0,0,0.0
fold_Yahead,deficit_16,tight,0,0,0,0.0
fold_Yahead,deficit_25,sym,0,0,0,0.0
fold_Yahead,deficit_25,tight,0,0,0,0.0
fold_Ybehind,dirtop_G6,sym,0,0,0,0.0
fold_Ybehind,dirtop_G6,tight,0,0,0,0.0
fold_Ybehind,dirtop_G10,sym,0,0,0,0.0
fold_Ybehind,dirtop_G10,tight,0,0,0,0.0
fold_Ybehind,dirtop_G16,sym,0,0,0,0.0
fold_Ybehind,dirtop_G16,tight,0,0,0,0.0
fold_Ybehind,dirtop_G25,sym,0,0,0,0.0
fold_Ybehind,dirtop_G25,tight,0,0,0,0.0
fold_Ybehind,symtop_G3,sym,0,0,0,0.0
fold_Ybehind,symtop_G3,tight,0,0,0,0.0
fold_Ybehind,symtop_G6,sym,0,0,0,0.0
fold_Ybehind,symtop_G6,tight,0,0,0,0.0
fold_Ybehind,symtop_G10,sym,0,0,0,0.0
fold_Ybehind,symtop_G10,tight,0,0,0,0.0
fold_Ybehind,gmax_16,sym,0,0,0,0.0
fold_Ybehind,gmax_16,tight,0,0,0,0.0
fold_Ybehind,gmax_25,sym,0,0,0,0.0
fold_Ybehind,gmax_25,tight,0,0,0,0.0
fold_Ybehind,gmax_40,sym,0,0,0,0.0
fold_Ybehind,gmax_40,tight,0,0,0,0.0
fold_Ybehind,deficit_10,sym,0,0,0,0.0
fold_Ybehind,deficit_10,tight,0,0,0,0.0
fold_Ybehind,deficit_16,sym,0,0,0,0.0
fold_Ybehind,deficit_16,tight,0,0,0,0.0
fold_Ybehind,deficit_25,sym,0,0,0,0.0
fold_Ybehind,deficit_25,tight,0,0,0,0.0
pump_Yahead,dirtop_G6,sym,10,11,0,0.22
pump_Yahead,dirtop_G6,tight,0,2,0,1.41
pump_Yahead,dirtop_G10,sym,0,0,0,0.0
pump_Yahead,dirtop_G10,tight,0,0,0,0.0
pump_Yahead,dirtop_G16,sym,0,0,0,0.0
pump_Yahead,dirtop_G16,tight,0,0,0,0.0
pump_Yahead,dirtop_G25,sym,0,0,0,0.0
pump_Yahead,dirtop_G25,tight,0,0,0,0.0
pump_Yahead,symtop_G3,sym,0,3,0,1.73
pump_Yahead,symtop_G3,tight,0,1,0,1.0
pump_Yahead,symtop_G6,sym,0,0,0,0.0
pump_Yahead,symtop_G6,tight,0,0,0,0.0
pump_Yahead,symtop_G10,sym,0,0,0,0.0
pump_Yahead,symtop_G10,tight,0,0,0,0.0
pump_Yahead,gmax_16,sym,0,0,0,0.0
pump_Yahead,gmax_16,tight,0,0,0,0.0
pump_Yahead,gmax_25,sym,0,0,0,0.0
pump_Yahead,gmax_25,tight,0,0,0,0.0
pump_Yahead,gmax_40,sym,0,0,0,0.0
pump_Yahead,gmax_40,tight,0,0,0,0.0
pump_Yahead,deficit_10,sym,0,0,0,0.0
pump_Yahead,deficit_10,tight,0,0,0,0.0
pump_Yahead,deficit_16,sym,0,0,0,0.0
pump_Yahead,deficit_16,tight,0,0,0,0.0
pump_Yahead,deficit_25,sym,0,0,0,0.0
pump_Yahead,deficit_25,tight,0,0,0,0.0
aggr_Ybehind,dirtop_G6,sym,0,0,0,0.0
aggr_Ybehind,dirtop_G6,tight,0,0,0,0.0
aggr_Ybehind,dirtop_G10,sym,0,0,0,0.0
aggr_Ybehind,dirtop_G10,tight,0,0,0,0.0
aggr_Ybehind,dirtop_G16,sym,0,0,0,0.0
aggr_Ybehind,dirtop_G16,tight,0,0,0,0.0
aggr_Ybehind,dirtop_G25,sym,0,0,0,0.0
aggr_Ybehind,dirtop_G25,tight,0,0,0,0.0
aggr_Ybehind,symtop_G3,sym,0,0,0,0.0
aggr_Ybehind,symtop_G3,tight,0,0,0,0.0
aggr_Ybehind,symtop_G6,sym,0,0,0,0.0
aggr_Ybehind,symtop_G6,tight,0,0,0,0.0
aggr_Ybehind,symtop_G10,sym,0,0,0,0.0
aggr_Ybehind,symtop_G10,tight,0,0,0,0.0
aggr_Ybehind,gmax_16,sym,0,0,0,0.0
aggr_Ybehind,gmax_16,tight,0,0,0,0.0
aggr_Ybehind,gmax_25,sym,0,0,0,0.0
aggr_Ybehind,gmax_25,tight,0,0,0,0.0
aggr_Ybehind,gmax_40,sym,0,0,0,0.0
aggr_Ybehind,gmax_40,tight,0,0,0,0.0
aggr_Ybehind,deficit_10,sym,0,1,0,1.0
aggr_Ybehind,deficit_10,tight,0,0,0,0.0
aggr_Ybehind,deficit_16,sym,0,0,0,0.0
aggr_Ybehind,deficit_16,tight,0,0,0,0.0
aggr_Ybehind,deficit_25,sym,0,0,0,0.0
aggr_Ybehind,deficit_25,tight,0,0,0,0.0
mw_checkthrough,dirtop_G6,sym,5,9,0,1.07
mw_checkthrough,dirtop_G6,tight,3,1,0,-1.0
mw_checkthrough,dirtop_G10,sym,0,1,0,1.0
mw_checkthrough,dirtop_G10,tight,0,0,0,0.0
mw_checkthrough,dirtop_G16,sym,0,0,0,0.0
mw_checkthrough,dirtop_G16,tight,0,0,0,0.0
mw_checkthrough,dirtop_G25,sym,0,0,0,0.0
mw_checkthrough,dirtop_G25,tight,0,0,0,0.0
mw_checkthrough,symtop_G3,sym,250,251,4,0.04
mw_checkthrough,symtop_G3,tight,59,47,1,-1.17
mw_checkthrough,symtop_G6,sym,5,9,0,1.07
mw_checkthrough,symtop_G6,tight,3,1,0,-1.0
mw_checkthrough,symtop_G10,sym,0,1,0,1.0
mw_checkthrough,symtop_G10,tight,0,0,0,0.0
mw_checkthrough,gmax_16,sym,0,0,0,0.0
mw_checkthrough,gmax_16,tight,0,0,0,0.0
mw_checkthrough,gmax_25,sym,0,0,0,0.0
mw_checkthrough,gmax_25,tight,0,0,0,0.0
mw_checkthrough,gmax_40,sym,0,0,0,0.0
mw_checkthrough,gmax_40,tight,0,0,0,0.0
mw_checkthrough,deficit_10,sym,29,52,0,2.56
mw_checkthrough,deficit_10,tight,2,5,0,1.13
mw_checkthrough,deficit_16,sym,2,2,0,0.0
mw_checkthrough,deficit_16,tight,0,0,0,0.0
mw_checkthrough,deficit_25,sym,0,0,0,0.0
mw_checkthrough,deficit_25,tight,0,0,0,0.0
mw_strongcheck,dirtop_G6,sym,0,1,0,1.0
mw_strongcheck,dirtop_G6,tight,0,0,0,0.0
mw_strongcheck,dirtop_G10,sym,0,0,0,0.0
mw_strongcheck,dirtop_G10,tight,0,0,0,0.0
mw_strongcheck,dirtop_G16,sym,0,0,0,0.0
mw_strongcheck,dirtop_G16,tight,0,0,0,0.0
mw_strongcheck,dirtop_G25,sym,0,0,0,0.0
mw_strongcheck,dirtop_G25,tight,0,0,0,0.0
mw_strongcheck,symtop_G3,sym,0,0,0,0.0
mw_strongcheck,symtop_G3,tight,0,0,0,0.0
mw_strongcheck,symtop_G6,sym,0,0,0,0.0
mw_strongcheck,symtop_G6,tight,0,0,0,0.0
mw_strongcheck,symtop_G10,sym,0,0,0,0.0
mw_strongcheck,symtop_G10,tight,0,0,0,0.0
mw_strongcheck,gmax_16,sym,0,0,0,0.0
mw_strongcheck,gmax_16,tight,0,0,0,0.0
mw_strongcheck,gmax_25,sym,0,0,0,0.0
mw_strongcheck,gmax_25,tight,0,0,0,0.0
mw_strongcheck,gmax_40,sym,0,0,0,0.0
mw_strongcheck,gmax_40,tight,0,0,0,0.0
mw_strongcheck,deficit_10,sym,0,0,0,0.0
mw_strongcheck,deficit_10,tight,0,0,0,0.0
mw_strongcheck,deficit_16,sym,0,0,0,0.0
mw_strongcheck,deficit_16,tight,0,0,0,0.0
mw_strongcheck,deficit_25,sym,0,0,0,0.0
mw_strongcheck,deficit_25,tight,0,0,0,0.0
hu_strongcheck,dirtop_G6,sym,6,8,0,0.53
hu_strongcheck,dirtop_G6,tight,2,1,0,-0.58
hu_strongcheck,dirtop_G10,sym,0,0,0,0.0
hu_strongcheck,dirtop_G10,tight,0,0,0,0.0
hu_strongcheck,dirtop_G16,sym,0,0,0,0.0
hu_strongcheck,dirtop_G16,tight,0,0,0,0.0
hu_strongcheck,dirtop_G25,sym,0,0,0,0.0
hu_strongcheck,dirtop_G25,tight,0,0,0,0.0
hu_strongcheck,symtop_G3,sym,2,2,0,0.0
hu_strongcheck,symtop_G3,tight,0,0,0,0.0
hu_strongcheck,symtop_G6,sym,0,0,0,0.0
hu_strongcheck,symtop_G6,tight,0,0,0,0.0
hu_strongcheck,symtop_G10,sym,0,0,0,0.0
hu_strongcheck,symtop_G10,tight,0,0,0,0.0
hu_strongcheck,gmax_16,sym,0,0,0,0.0
hu_strongcheck,gmax_16,tight,0,0,0,0.0
hu_strongcheck,gmax_25,sym,0,0,0,0.0
hu_strongcheck,gmax_25,tight,0,0,0,0.0
hu_strongcheck,gmax_40,sym,0,0,0,0.0
hu_strongcheck,gmax_40,tight,0,0,0,0.0
hu_strongcheck,deficit_10,sym,0,0,0,0.0
hu_strongcheck,deficit_10,tight,0,0,0,0.0
hu_strongcheck,deficit_16,sym,0,0,0,0.0
hu_strongcheck,deficit_16,tight,0,0,0,0.0
hu_strongcheck,deficit_25,sym,0,0,0,0.0
hu_strongcheck,deficit_25,tight,0,0,0,0.0
hu_bet,dirtop_G6,sym,0,0,0,0.0
hu_bet,dirtop_G6,tight,0,0,0,0.0
hu_bet,dirtop_G10,sym,0,0,0,0.0
hu_bet,dirtop_G10,tight,0,0,0,0.0
hu_bet,dirtop_G16,sym,0,0,0,0.0
hu_bet,dirtop_G16,tight,0,0,0,0.0
hu_bet,dirtop_G25,sym,0,0,0,0.0
hu_bet,dirtop_G25,tight,0,0,0,0.0
hu_bet,symtop_G3,sym,0,0,0,0.0
